rank,player_name_raw,player_name_key,recommendation_season,league,team,source,source_id,model_setup,score,reason_summary,games,minutes,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,points_per_36,usage_proxy,ts_pct,efg_pct,fg_pct,three_pct,ft_pct,field_goal_attempts,three_point_attempts,free_throw_attempts,data_completeness_score,has_prior_cba_experience_before_t,prior_cba_seasons_before_t,prior_cba_last_seen_gap,has_previous_season_record,points_per_36_trend,usage_proxy_trend,ts_pct_trend,minutes_per_game_trend,height,weight,age,birth_year,birth_date,biodata_source,biodata_notes,position,country,last_affiliation,age_at_recommendation_season,official_player_url,official_stats_url,official_search_url,nba_stats_url,euroleague_profile_or_search_url,league_official_search_url,video_search_query,youtube_search_url,google_video_search_url,youtube_highlight_search_url,cba_video_search_query,is_current_recommendation_season,export_scope,input_dataset_used,season,source_id_playerseason,league_playerseason,nba_player_id,birthdate,school,season_exp,rosterstatus,biodata_match_confidence,biodata_match_method,cache_status,cached_at
236,Keion Brooks Jr.,keionbrooks,2024-2025,G League,BHM,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.09622398345768,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.9,,,,,,,17.507598784194528,0.4877811550151976,0.563,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631232,https://www.nba.com/stats/player/1631232,https://www.google.com/search?q=%22Keion+Brooks+Jr.%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631232,,https://www.google.com/search?q=%22Keion+Brooks+Jr.%22+%22G+League%22+official+basketball+stats,Keion Brooks Jr. G League basketball highlights,https://www.youtube.com/results?search_query=Keion+Brooks+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Keion+Brooks+Jr.+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Keion+Brooks+Jr.+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1631232.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.358458+00:00
237,Chris Jones,chrisjones,2024-2025,EuroCup,Valencia Basket,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0958551859848011,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,19.57888888888889,,,,,,,19.49038079564156,0.5636683502638897,0.61,,,,,,,,1.0,0,0,,1,1.7663279322054386,0.0704031520260043,0.0329999999999999,-6.216565656565656,,,,,,,,,,,,,,https://www.google.com/search?q=%22Chris+Jones%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Chris+Jones%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Chris+Jones%22,Chris Jones EuroCup basketball highlights,https://www.youtube.com/results?search_query=Chris+Jones+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chris+Jones+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Chris+Jones+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2015 - 2016,kaggle_49leagues,French-Jeep-Elite,,,,,,,,,
238,Enrique Freeman,enriquefreeman,2024-2025,G League,IMA,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0952830762846206,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.3,,,,,,,18.47230320699709,0.453527696793003,0.621,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642402,https://www.nba.com/stats/player/1642402,https://www.google.com/search?q=%22Enrique+Freeman%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642402,,https://www.google.com/search?q=%22Enrique+Freeman%22+%22G+League%22+official+basketball+stats,Enrique Freeman G League basketball highlights,https://www.youtube.com/results?search_query=Enrique+Freeman+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Enrique+Freeman+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Enrique+Freeman+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642402.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.360463+00:00
239,Mike Miles Jr.,mikemiles,2024-2025,G League,WCB,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.095228579445814,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,16.8,,,,,,,18.428571428571423,0.5507142857142857,0.527,,,,,,,,1.0,0,0,,1,-1.4447317388493843,0.0649224305106659,-0.0879999999999999,-5.300000000000004,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Mike+Miles+Jr.%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Mike+Miles+Jr.%22+basketball,Mike Miles Jr. G League basketball highlights,https://www.youtube.com/results?search_query=Mike+Miles+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mike+Miles+Jr.+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Mike+Miles+Jr.+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.365614+00:00
240,Georgios Kalaitzakis,georgioskalaitzakis,2024-2025,EuroCup,Lietkabelis Panevezys ,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.094975276525742,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,22.33555555555556,,,,,,,18.21311312307233,0.5544522933041488,0.541,,,,,,,,1.0,0,0,,1,10.90441973421236,0.2953997165212233,0.0980000000000001,12.484273504273506,,,,,,,,,,,,,,https://www.google.com/search?q=%22Georgios+Kalaitzakis%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Georgios+Kalaitzakis%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Georgios+Kalaitzakis%22,Georgios Kalaitzakis EuroCup basketball highlights,https://www.youtube.com/results?search_query=Georgios+Kalaitzakis+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Georgios+Kalaitzakis+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Georgios+Kalaitzakis+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019 - 2020,kaggle_49leagues,Lithuanian-LKL,,,,,,,,,
241,Mario Hezonja,mariohezonja,2024-2025,EuroLeague,Real Madrid,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0945348833083424,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.06184210526316,,,,,,,19.82126707832936,0.5383225555501532,0.5710000000000001,,,,,,,,1.0,0,0,,1,-1.029644612768248,0.0286336031011006,-0.0519999999999999,3.7535087719298232,,,,,,,,,,,,,,https://www.google.com/search?q=%22Mario+Hezonja%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Mario+Hezonja%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Mario+Hezonja%22,Mario Hezonja EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Mario+Hezonja+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mario+Hezonja+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Mario+Hezonja+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2014 - 2015,kaggle_49leagues,Euroleague,,,,,,,,,
242,Nando De Colo,nandodecolo,2024-2025,EuroLeague,LDLC ASVEL Villeurbanne,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.093015326322808,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,20.593229166666667,,,,,,,20.10369508586459,0.5545512026100811,0.632,,,,,,,,1.0,0,0,,1,-0.8375098851860656,-0.0217534559330038,-0.005,-3.1303340517241374,,,,,,,,,,,,,,https://www.google.com/search?q=%22Nando+De+Colo%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Nando+De+Colo%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Nando+De+Colo%22,Nando De Colo EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Nando+De+Colo+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Nando+De+Colo+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Nando+De+Colo+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2006 - 2007,kaggle_49leagues,French-Jeep-Elite,,,,,,,,,
243,Tre'Shawn Thurman,treshawnthurman,2024-2025,EuroCup,BC Wolves Vilnius,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0927122885428662,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,21.879824561403503,,,,,,,19.579681674217223,0.4959820390490319,0.626,,,,,,,,1.0,0,0,,1,0.4645059883202229,-0.028311435474794,0.0549999999999999,-5.051656920077981,,,,,,,,,,,,,,https://www.google.com/search?q=%22Tre%27Shawn+Thurman%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Tre%27Shawn+Thurman%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Tre%27Shawn+Thurman%22,Tre'Shawn Thurman EuroCup basketball highlights,https://www.youtube.com/results?search_query=Tre%27Shawn+Thurman+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tre%27Shawn+Thurman+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Tre%27Shawn+Thurman+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019-2020,gleague_nba_api,G League,,,,,,,,,
244,Charlie Brown Jr.,charliebrown,2024-2025,G League,RAP,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0923835616311453,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,26.8,,,,,,,16.791044776119403,0.4656716417910447,0.582,,,,,,,,1.0,0,0,,1,-2.344090359015734,-0.0769109407915379,0.013,-6.4999999999999964,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1629718,https://www.nba.com/stats/player/1629718,https://www.google.com/search?q=%22Charlie+Brown+Jr.%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1629718,,https://www.google.com/search?q=%22Charlie+Brown+Jr.%22+%22G+League%22+official+basketball+stats,Charlie Brown Jr. G League basketball highlights,https://www.youtube.com/results?search_query=Charlie+Brown+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Charlie+Brown+Jr.+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Charlie+Brown+Jr.+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019-2020,gleague_nba_api,G League,1629718.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.365614+00:00
245,James Bouknight,jamesbouknight,2024-2025,G League,RCR,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0922085782956914,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.700000000000003,,,,,,,16.505415162454874,0.5351624548736462,0.565,,,,,,,,1.0,0,0,,1,-8.940367970075247,-0.108853609383382,-0.075,2.8000000000000043,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630547,https://www.nba.com/stats/player/1630547,https://www.google.com/search?q=%22James+Bouknight%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630547,,https://www.google.com/search?q=%22James+Bouknight%22+%22G+League%22+official+basketball+stats,James Bouknight G League basketball highlights,https://www.youtube.com/results?search_query=James+Bouknight+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=James+Bouknight+G+League+basketball+highlights,https://www.youtube.com/results?search_query=James+Bouknight+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630547.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.367620+00:00
246,Semi Ojeleye,semiojeleye,2024-2025,EuroCup,Valencia Basket,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0918116962626965,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,20.37954545454545,,,,,,,20.137838742054207,0.541327088212334,0.575,,,,,,,,1.0,0,0,,1,-1.445932858246323,0.0238214533513272,-0.09,-1.8037878787878832,,,,,,,,,,,,,,https://www.google.com/search?q=%22Semi+Ojeleye%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Semi+Ojeleye%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Semi+Ojeleye%22,Semi Ojeleye EuroCup basketball highlights,https://www.youtube.com/results?search_query=Semi+Ojeleye+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Semi+Ojeleye+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Semi+Ojeleye+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,euroleague_api,EuroLeague,,,,,,,,,
247,E.J. Liddell,ejliddell,2024-2025,G League,WCB,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0917539962539664,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.3,,,,,,,17.4984520123839,0.4554798761609908,0.613,,,,,,,,1.0,0,0,,1,-6.546831006484027,-0.1461805011974997,-0.008,5.799999999999997,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630604,https://www.nba.com/stats/player/1630604,https://www.google.com/search?q=%22E.J.+Liddell%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630604,,https://www.google.com/search?q=%22E.J.+Liddell%22+%22G+League%22+official+basketball+stats,E.J. Liddell G League basketball highlights,https://www.youtube.com/results?search_query=E.J.+Liddell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=E.J.+Liddell+G+League+basketball+highlights,https://www.youtube.com/results?search_query=E.J.+Liddell+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1630604.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.372468+00:00
248,Adam Mokoka,adammokoka,2024-2025,EuroCup,U-BT Cluj-Napoca,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0913801097957403,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,23.87037037037037,,,,,,,17.946935608999226,0.4933312645461598,0.593,,,,,,,,1.0,0,0,,1,4.873709802547612,0.0555344903526113,0.1100000000000001,2.1159844054580894,,,,,,,,,,,,,,https://www.google.com/search?q=%22Adam+Mokoka%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Adam+Mokoka%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Adam+Mokoka%22,Adam Mokoka EuroCup basketball highlights,https://www.youtube.com/results?search_query=Adam+Mokoka+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Adam+Mokoka+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Adam+Mokoka+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2018 - 2019,kaggle_49leagues,Serbian-KLS,,,,,,,,,
249,Mike James,mikejames,2024-2025,EuroLeague,AS Monaco,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.090846297105241,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,29.341463414634145,,,,,,,19.50822942643392,0.5778852867830424,0.53,,,,,,,,1.0,0,0,,1,-0.8384984105651299,0.0046152827350056,-0.027,-2.329476756306025,,,,,,,,,,,,,,https://www.google.com/search?q=%22Mike+James%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Mike+James%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Mike+James%22,Mike James EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Mike+James+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mike+James+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Mike+James+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2015 - 2016,kaggle_49leagues,Spanish-ACB,,,,,,,,,
250,Maodo Lo,maodolo,2024-2025,EuroLeague,Paris Basketball,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0908424338988982,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,17.17183908045977,,,,,,,20.96455704675525,0.5956263596505909,0.56,,,,,,,,1.0,0,0,,1,1.9361658795628247,0.0391735030084597,0.008,-4.774314765694079,,,,,,,,,,,,,,https://www.google.com/search?q=%22Maodo+Lo%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Maodo+Lo%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Maodo+Lo%22,Maodo Lo EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Maodo+Lo+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Maodo+Lo+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Maodo+Lo+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2017 - 2018,kaggle_49leagues,Euroleague,,,,,,,,,
251,Ben Saraf,bensaraf,2024-2025,EuroCup,ratiopharm ulm,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.085634425567361,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,24.417708333333337,,,,,,,18.87154984855595,0.6333108655774072,0.493,,,,,,,,1.0,0,0,,0,,,,,,,,,,,,,,,,,,https://www.google.com/search?q=%22Ben+Saraf%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Ben+Saraf%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Ben+Saraf%22,Ben Saraf EuroCup basketball highlights,https://www.youtube.com/results?search_query=Ben+Saraf+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ben+Saraf+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Ben+Saraf+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,euroleague_api,EuroCup,,,,,,,,,
252,Jarace Walker,jaracewalker,2024-2025,G League,IMA,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0835994956568682,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,42.1,,,,,,,17.102137767220903,0.5301662707838479,0.613,,,,,,,,1.0,0,0,,1,-4.497862232779099,-0.0473194435018663,0.01,7.100000000000001,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641716,https://www.nba.com/stats/player/1641716,https://www.google.com/search?q=%22Jarace+Walker%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641716,,https://www.google.com/search?q=%22Jarace+Walker%22+%22G+League%22+official+basketball+stats,Jarace Walker G League basketball highlights,https://www.youtube.com/results?search_query=Jarace+Walker+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jarace+Walker+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jarace+Walker+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1641716.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.372468+00:00
253,Emanuel Miller,emanuelmiller,2024-2025,G League,WCB,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0824066054950978,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.3,,,,,,,17.31778425655977,0.4848979591836734,0.559,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641801,https://www.nba.com/stats/player/1641801,https://www.google.com/search?q=%22Emanuel+Miller%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641801,,https://www.google.com/search?q=%22Emanuel+Miller%22+%22G+League%22+official+basketball+stats,Emanuel Miller G League basketball highlights,https://www.youtube.com/results?search_query=Emanuel+Miller+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Emanuel+Miller+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Emanuel+Miller+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1641801.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.376581+00:00
254,Frank Kaminsky,frankkaminsky,2024-2025,G League,RAP,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0815353130336862,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,26.8,,,,,,,17.328358208955223,0.4546268656716417,0.608,,,,,,,,1.0,0,0,,1,-1.2845189896892857,0.0077783906030601,-0.03,9.586111111111112,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1626163,https://www.nba.com/stats/player/1626163,https://www.google.com/search?q=%22Frank+Kaminsky%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1626163,,https://www.google.com/search?q=%22Frank+Kaminsky%22+%22G+League%22+official+basketball+stats,Frank Kaminsky G League basketball highlights,https://www.youtube.com/results?search_query=Frank+Kaminsky+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Frank+Kaminsky+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Frank+Kaminsky+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,euroleague_api,EuroLeague,1626163.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.376581+00:00
255,Roman Sorkin,romansorkin,2024-2025,EuroLeague,Maccabi Rapyd Tel Aviv,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.0809241597209391,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,23.360606060606063,,,,,,,19.879621221948373,0.5284109482423142,0.601,,,,,,,,1.0,0,0,,1,4.3460102760828185,0.0986984755078307,0.01,7.601231060606063,,,,,,,,,,,,,,https://www.google.com/search?q=%22Roman+Sorkin%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Roman+Sorkin%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Roman+Sorkin%22,Roman Sorkin EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Roman+Sorkin+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Roman+Sorkin+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Roman+Sorkin+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019 - 2020,kaggle_49leagues,Israeli-BSL,,,,,,,,,
256,Babacar Sane,babacarsane,2024-2025,G League,IWA,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.079614473785456,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,17.4,,,,,,,18.0,0.5558620689655173,0.531,,,,,,,,1.0,0,0,,1,0.4000000000000021,0.0575509578544062,-0.0499999999999999,-5.100000000000001,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Babacar+Sane%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Babacar+Sane%22+basketball,Babacar Sane G League basketball highlights,https://www.youtube.com/results?search_query=Babacar+Sane+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Babacar+Sane+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Babacar+Sane+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.384309+00:00
257,Chuma Okeke,chumaokeke,2024-2025,G League,WES,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.0754482324899852,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,36.4,,,,,,,17.208791208791204,0.4637362637362637,0.581,,,,,,,,1.0,0,0,,1,-5.493911493911497,-0.0164439164439165,-0.1079999999999999,14.2,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1629643,https://www.nba.com/stats/player/1629643,https://www.google.com/search?q=%22Chuma+Okeke%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1629643,,https://www.google.com/search?q=%22Chuma+Okeke%22+%22G+League%22+official+basketball+stats,Chuma Okeke G League basketball highlights,https://www.youtube.com/results?search_query=Chuma+Okeke+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chuma+Okeke+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Chuma+Okeke+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1629643.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.384309+00:00
